source_row_ordinal,repo_ref,commit_sha,run_id,data_release,evidence_role,superseded,authoritative_now,derived_feature_id,production_family,transform,declared_base_fields,effective_spec_dependencies,base_dependency_set,canonical_information_axis,axis_resolution_status,static_independence_status,unit_signature,window_family,transform_family,nested_derivation_depth,algebraic_equivalence,equivalence_group_id,equivalence_group_size_including_referenced_base_when_applicable,monotonic_rank_equivalence_risk,scope_restrictions,formula_provenance_status,formula_evidence,reconstructed_expression,expression_sha256,runtime_loaded,mapping_status,audit_notes
21,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_12h__agg_trade_count,rolling_self_reproduction,ZScore,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,12H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_trade_count,12))",4033E9957971EE8CB56AFBCF1D188AE4BF801EAA6D530D8ED4155DD6EFCC1712,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
22,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSMean_24h__agg_trade_count,rolling_self_reproduction,TSMean,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,ROLLING_LOCATION,1,CONDITIONAL_POSITIVE_SCALE_EQUIVALENT_TO_BASE::agg_trade_count_sum_24h::AFTER_FULL_VALID_WINDOW,BASE_EQUIVALENCE::agg_trade_count_sum_24h,2,HIGH_RANK_EQUIVALENT_WHEN_FULL_WINDOW_AND_MISSINGNESS_MATCH,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSMean(agg_trade_count,24)",28825730141AF65C78AAEE71C1C20664E4DB831CC948E638487DC09C229E3F95,false,STATIC_ONLY,
23,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSStd_24h__agg_trade_count,rolling_self_reproduction,TSStd,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,ROLLING_DISPERSION,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSStd(agg_trade_count,24)",609AC43FFE1C0F9DCBD5F0B8C5F9C513B5FFA33C3413FE1E317F707A4C9A3A2B,false,STATIC_ONLY,
24,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_24h__agg_trade_count,rolling_self_reproduction,Delta,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,TEMPORAL_DIFFERENCE,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_trade_count,24)",8AF30B361CAB7FDD3C926DE0B7DB4B8B9BE8EA803739C3B3AF6DAEF13EE40E8C,false,STATIC_ONLY,
25,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_24h__agg_trade_count,rolling_self_reproduction,Decay,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,EXPONENTIAL_SMOOTHING,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_trade_count,24)",A727A0CC7B9C0851990A0136BC68D0ADA5378B939DA3E55CDA697C9A30B22A02,false,STATIC_ONLY,
26,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_24h__agg_trade_count,rolling_self_reproduction,RollingMin,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,ROLLING_EXTREME,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_trade_count,24)",3A66F87BFEB4DAA43A0D300D912261811B85CBDC5CBC1992FAA2B8E86235A848,false,STATIC_ONLY,
27,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_24h__agg_trade_count,rolling_self_reproduction,RollingMax,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,ROLLING_EXTREME,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_trade_count,24)",0FE31963011C89C6B11A47198FB5853901D779AA1D128D2C3EA2F6C7A0CF3DDD,false,STATIC_ONLY,
28,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_24h__agg_trade_count,rolling_self_reproduction,ZScore,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,24H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_trade_count,24))",AFF5D0E301E3F14DA4F0A63FC015BEBCC697BCB90110B318963F2C2C1668EBD0,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
29,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSMean_48h__agg_trade_count,rolling_self_reproduction,TSMean,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,ROLLING_LOCATION,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSMean(agg_trade_count,48)",4BC924CB0EF947D10DA4B684ED68B9B508CCB86A5AB8E123F630966CE619049E,false,STATIC_ONLY,
30,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSStd_48h__agg_trade_count,rolling_self_reproduction,TSStd,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,ROLLING_DISPERSION,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSStd(agg_trade_count,48)",51FED80A3CCF7A783264537F3448D49A0A3661C7931176918C4854667AF8402D,false,STATIC_ONLY,
31,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_48h__agg_trade_count,rolling_self_reproduction,Delta,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,TEMPORAL_DIFFERENCE,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_trade_count,48)",A669A3084C70885774D1C3FA55E3A94344CC526BA810CF23DD2CDD88267C6DA1,false,STATIC_ONLY,
32,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_48h__agg_trade_count,rolling_self_reproduction,Decay,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,EXPONENTIAL_SMOOTHING,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_trade_count,48)",B196A1560A0652217E7AB92360793DF833D6CEC90605DECE6D3065A95759B2D2,false,STATIC_ONLY,
33,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_48h__agg_trade_count,rolling_self_reproduction,RollingMin,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,ROLLING_EXTREME,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_trade_count,48)",D4A80024A0A1A017AD9DCA369CD45FEFEE6CBB85EF1580D6B1227F2D30BF1E5A,false,STATIC_ONLY,
34,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_48h__agg_trade_count,rolling_self_reproduction,RollingMax,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,ROLLING_EXTREME,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_trade_count,48)",BB5C65FDAF7D89A1973B3F94A21D89B87594EE8FAEF2282709EA49DC5BC4D702,false,STATIC_ONLY,
35,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_48h__agg_trade_count,rolling_self_reproduction,ZScore,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,48H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_trade_count,48))",2425587C46B70CFB6B6026A4D35526E369BF733ECE1D6B1E8E0BC8290F84FCEE,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
36,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSMean_72h__agg_trade_count,rolling_self_reproduction,TSMean,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,72H_ROLLING,ROLLING_LOCATION,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSMean(agg_trade_count,72)",14BD26D99E7D696AFA2EDECB4D3BF0E6C45E8A98A269DDCDC10633E959EA0018,false,STATIC_ONLY,
37,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSStd_72h__agg_trade_count,rolling_self_reproduction,TSStd,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,72H_ROLLING,ROLLING_DISPERSION,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSStd(agg_trade_count,72)",251A56051F96A22A1059980614D3703F687C0DF324872C74EB19E6B39C52DF21,false,STATIC_ONLY,
38,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_72h__agg_trade_count,rolling_self_reproduction,Delta,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,72H_ROLLING,TEMPORAL_DIFFERENCE,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_trade_count,72)",C9FA035A9B5CA9273FA4E5A7E591F7437165B97E247C919438AE280930E1DCCA,false,STATIC_ONLY,
39,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_72h__agg_trade_count,rolling_self_reproduction,Decay,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,72H_ROLLING,EXPONENTIAL_SMOOTHING,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_trade_count,72)",14F1FE28A2A2EDA970478A36F8C24054B173BDF69A530867F67BF14959E25D05,false,STATIC_ONLY,
40,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_72h__agg_trade_count,rolling_self_reproduction,RollingMin,agg_trade_count,agg_trade_count,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,72H_ROLLING,ROLLING_EXTREME,1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_trade_count,72)",274A9700119037C0D0B8B8662E8C0378CA8502C2FE1F16C4054B98536FA0B351,false,STATIC_ONLY,
