field_id,source_field,representation_id,feature_family,frequency,PIT/source_lag,registry_status,search_allowed,runtime_loaded,runtime_entrypoint,consumer_lane,primitive_eligible,portfolio_mapping,notes
CrossSymbolRank_core3__agg_high_price,agg_high_price,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,price_microstructure,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_large_count_share_100k_plus,agg_large_count_share_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,large_trade,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_large_notional_100k_plus,agg_large_notional_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,large_trade,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_large_notional_ratio_100k_plus,agg_large_notional_ratio_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,large_trade,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_large_notional_share_100k_plus,agg_large_notional_share_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,large_trade,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_large_notional_share_24h,agg_large_notional_share_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_large_notional_share_4h,agg_large_notional_share_4h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_large_notional_sum_24h,agg_large_notional_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_large_notional_sum_4h,agg_large_notional_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_large_trade_count_100k_plus,agg_large_trade_count_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,large_trade,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_large_trade_count_ratio_100k_plus,agg_large_trade_count_ratio_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,large_trade,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_low_price,agg_low_price,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,price_microstructure,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_max_trade_notional,agg_max_trade_notional,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,activity_liquidity,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional,agg_notional,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,activity_liquidity,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional_100_1k,agg_notional_100_1k,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,activity_liquidity,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional_100k_1m,agg_notional_100k_1m,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,activity_liquidity,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional_10k_100k,agg_notional_10k_100k,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,activity_liquidity,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional_1k_10k,agg_notional_1k_10k,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,activity_liquidity,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional_accel_4h_vs_24h,agg_notional_accel_4h_vs_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional_gt_1m,agg_notional_gt_1m,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,activity_liquidity,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional_le_100,agg_notional_le_100,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,activity_liquidity,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional_shock_24h_mad,agg_notional_shock_24h_mad,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional_sum_24h,agg_notional_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_notional_sum_4h,agg_notional_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_open_price,agg_open_price,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,price_microstructure,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_price_range_bps,agg_price_range_bps,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,price_microstructure,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_price_range_bps_max_24h,agg_price_range_bps_max_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_price_range_bps_max_4h,agg_price_range_bps_max_4h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_price_std,agg_price_std,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,price_microstructure,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_quantity,agg_quantity,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,activity_liquidity,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_quantity_sum_24h,agg_quantity_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_quantity_sum_4h,agg_quantity_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,rolling,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_sell_agg_trade_count,agg_sell_agg_trade_count,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,flow,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_sell_notional,agg_sell_notional,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,flow,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_sell_notional_share,agg_sell_notional_share,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,flow,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_sell_quantity,agg_sell_quantity,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,flow,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_sell_underlying_trade_count,agg_sell_underlying_trade_count,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,flow,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_sell_vwap,agg_sell_vwap,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,price_microstructure,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_signed_aggressor_notional,agg_signed_aggressor_notional,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,flow,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
CrossSymbolRank_core3__agg_signed_aggressor_quantity,agg_signed_aggressor_quantity,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,flow,1h,+1h specification lag,A7V1_DERIVED_SPEC_ARCHIVED_SOURCE,false,false,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,A7V_AGG_AWARE_OPT_IN_DRYRUN,false,not_mapped_current_epoch,Static spec only; historical A7V1 authorization did not permit full search.
